Tipo;Num_Pistas;Configuracion;Instancia;Semilla;Restarts_Reales;Costo_Total;Tiempo
Multipista;2;10Semilla-20Restart;FPT02;33668;20;186436.00;823.29
Multipista;2;10Semilla-20Restart;FPT02;66436;20;186436.00;815.00
Multipista;2;10Semilla-20Restart;FPT02;131972;20;186436.00;832.39
Multipista;2;10Semilla-20Restart;FPT03;1156;20;190342.00;735.04
Multipista;2;10Semilla-20Restart;FPT03;1412;20;190342.00;776.80
Multipista;2;10Semilla-20Restart;FPT03;1924;20;190342.00;794.43
Multipista;2;10Semilla-20Restart;FPT03;2948;20;190342.00;781.72
Multipista;2;10Semilla-20Restart;FPT03;4996;20;190342.00;782.28
Multipista;2;10Semilla-20Restart;FPT03;9092;20;190342.00;780.50
Multipista;2;10Semilla-20Restart;FPT03;17284;20;190342.00;782.91
Multipista;2;10Semilla-20Restart;FPT03;33668;20;190342.00;733.03
Multipista;2;10Semilla-20Restart;FPT03;66436;20;190342.00;747.74
Multipista;2;10Semilla-20Restart;FPT03;131972;20;190342.00;760.83
Multipista;2;10Semilla-20Restart;FPT04;1156;20;194645.00;725.55
Multipista;2;10Semilla-20Restart;FPT04;1412;20;194645.00;738.31
Multipista;2;10Semilla-20Restart;FPT04;1924;20;194645.00;726.53
Multipista;2;10Semilla-20Restart;FPT04;2948;20;194645.00;761.54
Multipista;2;10Semilla-20Restart;FPT04;4996;20;194645.00;
Multipista;2;10Semilla-20Restart;FPT04;9092;20;194645.00;751.05
Multipista;2;10Semilla-20Restart;FPT04;17284;20;194645.00;723.36
Multipista;2;10Semilla-20Restart;FPT04;33668;20;194645.00;744.12
Multipista;2;10Semilla-20Restart;FPT04;66436;20;194645.00;742.80
Multipista;2;10Semilla-20Restart;FPT04;131972;20;194645.00;696.10
Multipista;2;10Semilla-20Restart;FPT05;1156;20;194365.00;697.19
Multipista;2;10Semilla-20Restart;FPT05;1412;20;194365.00;698.67
Multipista;2;10Semilla-20Restart;FPT05;1924;20;194365.00;706.50
Multipista;2;10Semilla-20Restart;FPT05;2948;20;194365.00;707.37
Multipista;2;10Semilla-20Restart;FPT05;4996;20;194365.00;699.72
Multipista;2;10Semilla-20Restart;FPT05;9092;20;194365.00;711.06
Multipista;2;10Semilla-20Restart;FPT05;17284;20;194365.00;691.44
Multipista;2;10Semilla-20Restart;FPT05;33668;20;194365.00;715.02
Multipista;2;10Semilla-20Restart;FPT05;66436;20;194365.00;710.43
Multipista;2;10Semilla-20Restart;FPT05;131972;20;194365.00;698.11
Multipista;2;10Semilla-20Restart;FPT06;1156;20;178397.00;755.24
Multipista;2;10Semilla-20Restart;FPT06;1412;20;178397.00;769.07
Multipista;2;10Semilla-20Restart;FPT06;1924;20;178397.00;777.27
Multipista;2;10Semilla-20Restart;FPT06;2948;20;178397.00;760.60
Multipista;2;10Semilla-20Restart;FPT06;4996;20;178397.00;
Multipista;2;10Semilla-20Restart;FPT06;9092;20;178397.00;726.15
Multipista;2;10Semilla-20Restart;FPT06;17284;20;178397.00;742.38
Multipista;2;10Semilla-20Restart;FPT06;33668;20;178397.00;780.24
Multipista;2;10Semilla-20Restart;FPT06;66436;20;178397.00;753.61
Multipista;2;10Semilla-20Restart;FPT06;131972;20;178397.00;701.37
Multipista;2;10Semilla-20Restart;FPT07;1156;20;182076.00;765.00
Multipista;2;10Semilla-20Restart;FPT07;1412;20;182076.00;804.55
Multipista;2;10Semilla-20Restart;FPT07;1924;20;182076.00;816.99
Multipista;2;10Semilla-20Restart;FPT07;2948;20;182076.00;807.33
Multipista;2;10Semilla-20Restart;FPT07;4996;20;182076.00;803.71
Multipista;2;10Semilla-20Restart;FPT07;9092;20;182076.00;793.72
Multipista;2;10Semilla-20Restart;FPT07;17284;20;182076.00;770.88
Multipista;2;10Semilla-20Restart;FPT07;33668;20;182076.00;783.84
Multipista;2;10Semilla-20Restart;FPT07;66436;20;182076.00;853.25
Multipista;2;10Semilla-20Restart;FPT07;131972;20;182076.00;765.66
Multipista;2;10Semilla-20Restart;FPT08;1156;20;160641.00;875.34
Multipista;2;10Semilla-20Restart;FPT08;1412;20;160641.00;855.21
Multipista;2;10Semilla-20Restart;FPT08;1924;20;160641.00;859.65
Multipista;2;10Semilla-20Restart;FPT08;2948;20;160641.00;864.41
Multipista;2;10Semilla-20Restart;FPT08;4996;20;160641.00;906.49
Multipista;2;10Semilla-20Restart;FPT08;9092;20;160641.00;858.42
Multipista;2;10Semilla-20Restart;FPT08;17284;20;160641.00;873.47
Multipista;2;10Semilla-20Restart;FPT08;33668;20;160641.00;828.11
Multipista;2;10Semilla-20Restart;FPT08;66436;20;160641.00;866.28
Multipista;2;10Semilla-20Restart;FPT08;131972;20;160641.00;837.56
Multipista;2;10Semilla-20Restart;FPT09;1156;20;179699.00;801.80
Multipista;2;10Semilla-20Restart;FPT09;1412;20;179699.00;793.47
Multipista;2;10Semilla-20Restart;FPT09;1924;20;179699.00;855.12
Multipista;2;10Semilla-20Restart;FPT09;2948;20;179699.00;50635.90
Multipista;2;10Semilla-20Restart;FPT09;4996;20;179699.00;
Multipista;2;10Semilla-20Restart;FPT09;9092;20;179699.00;780.53
Multipista;2;10Semilla-20Restart;FPT09;17284;20;179719.00;785.06
Multipista;2;10Semilla-20Restart;FPT09;33668;20;179719.00;839.89
Multipista;2;10Semilla-20Restart;FPT09;66436;20;179719.00;832.78
Multipista;2;10Semilla-20Restart;FPT09;131972;20;179699.00;50646.58
Multipista;2;10Semilla-20Restart;FPT10;1156;20;189005.00;
Multipista;2;10Semilla-20Restart;FPT10;1412;20;189005.00;773.98
Multipista;2;10Semilla-20Restart;FPT10;1924;20;189005.00;792.61
Multipista;2;10Semilla-20Restart;FPT10;2948;20;189005.00;788.81
Multipista;2;10Semilla-20Restart;FPT10;4996;20;189005.00;786.41
Multipista;2;10Semilla-20Restart;FPT10;9092;20;189005.00;783.94
Multipista;2;10Semilla-20Restart;FPT10;17284;20;189005.00;772.98
Multipista;2;10Semilla-20Restart;FPT10;33668;20;189005.00;780.02
Multipista;2;10Semilla-20Restart;FPT10;66436;20;189005.00;756.69
Multipista;2;10Semilla-20Restart;FPT10;131972;20;189005.00;777.79
Multipista;2;10Semilla-20Restart;FPT11;1156;20;194438.00;784.06
Multipista;2;10Semilla-20Restart;FPT11;1412;20;194438.00;750.99
Multipista;2;10Semilla-20Restart;FPT11;1924;20;194438.00;799.82
Multipista;2;10Semilla-20Restart;FPT11;2948;20;194438.00;723.06
Multipista;2;10Semilla-20Restart;FPT11;4996;20;194438.00;743.08
Multipista;2;10Semilla-20Restart;FPT11;9092;20;194438.00;741.05
Multipista;2;10Semilla-20Restart;FPT11;17284;20;194438.00;738.56
Multipista;2;10Semilla-20Restart;FPT11;33668;20;194438.00;777.21
Multipista;2;10Semilla-20Restart;FPT11;66436;20;194438.00;50590.31
Multipista;2;10Semilla-20Restart;FPT11;131972;20;194438.00;
Multipista;2;10Semilla-20Restart;FPT12;1156;20;211461.00;757.17
Multipista;2;10Semilla-20Restart;FPT12;1412;20;211461.00;734.78
Multipista;2;10Semilla-20Restart;FPT12;1924;20;211461.00;764.20
Multipista;2;10Semilla-20Restart;FPT12;2948;20;211461.00;779.98
Multipista;2;10Semilla-20Restart;FPT12;4996;20;211461.00;750.00
Multipista;2;10Semilla-20Restart;FPT12;9092;20;211461.00;732.92
Multipista;2;10Semilla-20Restart;FPT12;17284;20;211461.00;774.25
Multipista;2;10Semilla-20Restart;FPT12;33668;20;211461.00;784.72
Multipista;2;10Semilla-20Restart;FPT12;66436;20;211461.00;732.04
Multipista;2;10Semilla-20Restart;FPT12;131972;20;211461.00;769.95
Multipista;2;5Semilla-10Restart;FPT01;1156;10;177222.00;50607.61
Multipista;2;5Semilla-10Restart;FPT01;1412;10;177222.00;
Multipista;2;5Semilla-10Restart;FPT01;1924;10;177222.00;738.40
Multipista;2;5Semilla-10Restart;FPT01;2948;10;177222.00;769.73
Multipista;2;5Semilla-10Restart;FPT01;4996;10;177222.00;771.69
Multipista;2;5Semilla-10Restart;FPT02;1156;10;186436.00;784.99
Multipista;2;5Semilla-10Restart;FPT02;1412;10;186436.00;792.76
Multipista;2;5Semilla-10Restart;FPT02;1924;10;186436.00;794.73
Multipista;2;5Semilla-10Restart;FPT02;2948;10;186436.00;777.24
Multipista;2;5Semilla-10Restart;FPT02;4996;10;186436.00;803.76
Multipista;2;5Semilla-10Restart;FPT03;1156;10;190342.00;722.97
Multipista;2;5Semilla-10Restart;FPT03;1412;10;190342.00;744.03
Multipista;2;5Semilla-10Restart;FPT03;1924;10;190342.00;771.01
Multipista;2;5Semilla-10Restart;FPT03;2948;10;190342.00;785.10
Multipista;2;5Semilla-10Restart;FPT03;4996;10;190342.00;770.87
Multipista;2;5Semilla-10Restart;FPT04;1156;10;194645.00;731.72
Multipista;2;5Semilla-10Restart;FPT04;1412;10;194645.00;735.69
Multipista;2;5Semilla-10Restart;FPT04;1924;10;194645.00;702.14
Multipista;2;5Semilla-10Restart;FPT04;2948;10;194645.00;756.63
Multipista;2;5Semilla-10Restart;FPT04;4996;10;194645.00;50530.98
Multipista;2;5Semilla-10Restart;FPT05;1156;10;194365.00;
Multipista;2;5Semilla-10Restart;FPT05;1412;10;194365.00;689.50
Multipista;2;5Semilla-10Restart;FPT05;1924;10;194365.00;687.50
Multipista;2;5Semilla-10Restart;FPT05;2948;10;194365.00;703.36
Multipista;2;5Semilla-10Restart;FPT05;4996;10;194365.00;693.87
Multipista;2;5Semilla-10Restart;FPT06;1156;10;178397.00;747.55
Multipista;2;5Semilla-10Restart;FPT06;1412;10;178397.00;50548.95
Multipista;2;5Semilla-10Restart;FPT06;1924;10;178397.00;
Multipista;2;5Semilla-10Restart;FPT06;2948;10;178397.00;733.64
Multipista;2;5Semilla-10Restart;FPT06;4996;10;178397.00;742.83
Multipista;2;5Semilla-10Restart;FPT07;1156;10;182076.00;759.58
Multipista;2;5Semilla-10Restart;FPT07;1412;10;182076.00;797.34
Multipista;2;5Semilla-10Restart;FPT07;1924;10;182076.00;791.98
Multipista;2;5Semilla-10Restart;FPT07;2948;10;182076.00;771.39
Multipista;2;5Semilla-10Restart;FPT07;4996;10;182076.00;805.62
Multipista;2;5Semilla-10Restart;FPT08;1156;10;160641.00;875.30
Multipista;2;5Semilla-10Restart;FPT08;1412;10;160641.00;836.58
Multipista;2;5Semilla-10Restart;FPT08;1924;10;160641.00;842.08
Multipista;2;5Semilla-10Restart;FPT08;2948;10;160641.00;50645.05
Multipista;2;5Semilla-10Restart;FPT08;4996;10;160641.00;
Multipista;2;5Semilla-10Restart;FPT09;1156;10;179699.00;786.34
Multipista;2;5Semilla-10Restart;FPT09;1412;10;179699.00;799.59
Multipista;2;5Semilla-10Restart;FPT09;1924;10;179699.00;834.93
Multipista;2;5Semilla-10Restart;FPT09;2948;10;179699.00;792.09
Multipista;2;5Semilla-10Restart;FPT09;4996;10;179699.00;50624.42
Multipista;2;5Semilla-10Restart;FPT10;1156;10;189005.00;
Multipista;2;5Semilla-10Restart;FPT10;1412;10;189005.00;763.67
Multipista;2;5Semilla-10Restart;FPT10;1924;10;189005.00;763.86
Multipista;2;5Semilla-10Restart;FPT10;2948;10;189005.00;761.66
Multipista;2;5Semilla-10Restart;FPT10;4996;10;189005.00;774.42
Multipista;2;5Semilla-10Restart;FPT11;1156;10;194438.00;757.45
Multipista;2;5Semilla-10Restart;FPT11;1412;10;194438.00;726.41
Multipista;2;5Semilla-10Restart;FPT11;1924;10;194438.00;780.17
Multipista;2;5Semilla-10Restart;FPT11;2948;10;194438.00;686.72
Multipista;2;5Semilla-10Restart;FPT11;4996;10;194438.00;729.12
Multipista;2;5Semilla-10Restart;FPT12;1156;10;211461.00;730.18
Multipista;2;5Semilla-10Restart;FPT12;1412;10;211461.00;730.69
Multipista;2;5Semilla-10Restart;FPT12;1924;10;211461.00;50554.13
Multipista;2;5Semilla-10Restart;FPT12;2948;10;211461.00;
Multipista;2;5Semilla-10Restart;FPT12;4996;10;211461.00;735.51
Multipista;2;5Semilla-20Restart;FPT01;1156;20;177222.00;813.17
Multipista;2;5Semilla-20Restart;FPT01;1412;20;177222.00;824.67
Multipista;2;5Semilla-20Restart;FPT01;1924;20;177222.00;747.50
Multipista;2;5Semilla-20Restart;FPT01;2948;20;177222.00;783.40
Multipista;2;5Semilla-20Restart;FPT01;4996;20;177222.00;811.58
Multipista;2;5Semilla-20Restart;FPT02;1156;20;186436.00;801.73
Multipista;2;5Semilla-20Restart;FPT02;1412;20;186436.00;816.86
Multipista;2;5Semilla-20Restart;FPT02;1924;20;186436.00;822.02
Multipista;2;5Semilla-20Restart;FPT02;2948;20;186436.00;801.05
Multipista;2;5Semilla-20Restart;FPT02;4996;20;186436.00;816.65
Multipista;2;5Semilla-20Restart;FPT03;1156;20;190342.00;746.89
Multipista;2;5Semilla-20Restart;FPT03;1412;20;190342.00;768.41
Multipista;2;5Semilla-20Restart;FPT03;1924;20;190342.00;795.25
Multipista;2;5Semilla-20Restart;FPT03;2948;20;190342.00;787.78
Multipista;2;5Semilla-20Restart;FPT03;4996;20;190342.00;50585.31
Multipista;2;5Semilla-20Restart;FPT04;1156;20;194645.00;
Multipista;2;5Semilla-20Restart;FPT04;1412;20;194645.00;776.41
Multipista;2;5Semilla-20Restart;FPT04;1924;20;194645.00;731.07
Multipista;2;5Semilla-20Restart;FPT04;2948;20;194645.00;772.48
Multipista;2;5Semilla-20Restart;FPT04;4996;20;194645.00;758.66
Multipista;2;5Semilla-20Restart;FPT05;1156;20;194365.00;688.87
Multipista;2;5Semilla-20Restart;FPT05;1412;20;194365.00;717.61
Multipista;2;5Semilla-20Restart;FPT05;1924;20;194365.00;705.90
Multipista;2;5Semilla-20Restart;FPT05;2948;20;194365.00;719.50
Multipista;2;5Semilla-20Restart;FPT05;4996;20;194365.00;711.45
Multipista;2;5Semilla-20Restart;FPT06;1156;20;178397.00;766.62
Multipista;2;5Semilla-20Restart;FPT06;1412;20;178397.00;762.33
Multipista;2;5Semilla-20Restart;FPT06;1924;20;178397.00;50615.21
Multipista;2;5Semilla-20Restart;FPT06;2948;20;178397.00;
Multipista;2;5Semilla-20Restart;FPT06;4996;20;178397.00;761.04
Multipista;2;5Semilla-20Restart;FPT07;1156;20;182076.00;783.33
Multipista;2;5Semilla-20Restart;FPT07;1412;20;182076.00;816.60
Multipista;2;5Semilla-20Restart;FPT07;1924;20;182076.00;813.13
Multipista;2;5Semilla-20Restart;FPT07;2948;20;182076.00;797.06
Multipista;2;5Semilla-20Restart;FPT07;4996;20;182076.00;
Multipista;2;5Semilla-20Restart;FPT08;1156;20;160641.00;894.93
Multipista;2;5Semilla-20Restart;FPT08;1412;20;160641.00;868.51
Multipista;2;5Semilla-20Restart;FPT08;1924;20;160641.00;866.09
Multipista;2;5Semilla-20Restart;FPT08;2948;20;160641.00;885.34
Multipista;2;5Semilla-20Restart;FPT08;4996;20;160641.00;936.32
Multipista;2;5Semilla-20Restart;FPT09;1156;20;179699.00;817.71
Multipista;2;5Semilla-20Restart;FPT09;1412;20;179699.00;816.15
Multipista;2;5Semilla-20Restart;FPT09;1924;20;179699.00;866.55
Multipista;2;5Semilla-20Restart;FPT09;2948;20;179699.00;827.00
Multipista;2;5Semilla-20Restart;FPT09;4996;20;179699.00;853.28
Multipista;2;5Semilla-20Restart;FPT10;1156;20;189005.00;785.37
Multipista;2;5Semilla-20Restart;FPT10;1412;20;189005.00;786.06
Multipista;2;5Semilla-20Restart;FPT10;1924;20;189005.00;783.80
Multipista;2;5Semilla-20Restart;FPT10;2948;20;189005.00;787.31
Multipista;2;5Semilla-20Restart;FPT10;4996;20;189005.00;788.35
Multipista;2;5Semilla-20Restart;FPT11;1156;20;194438.00;781.16
Multipista;2;5Semilla-20Restart;FPT11;1412;20;194438.00;743.48
Multipista;2;5Semilla-20Restart;FPT11;1924;20;194438.00;788.09
Multipista;2;5Semilla-20Restart;FPT11;2948;20;194438.00;724.40
Multipista;2;5Semilla-20Restart;FPT11;4996;20;194438.00;752.22
Multipista;2;5Semilla-20Restart;FPT12;1156;20;211461.00;763.96
Multipista;2;5Semilla-20Restart;FPT12;1412;20;211461.00;766.99
Multipista;2;5Semilla-20Restart;FPT12;1924;20;211461.00;50592.35
Multipista;2;5Semilla-20Restart;FPT12;2948;20;211461.00;
Multipista;2;5Semilla-20Restart;FPT12;4996;20;211461.00;759.79
Multipista;3;10Semilla-10Restart;FPT01;1156;10;107607.00;938.41
Multipista;3;10Semilla-10Restart;FPT01;1412;10;107607.00;947.92
Multipista;3;10Semilla-10Restart;FPT01;1924;10;107612.00;896.76
Multipista;3;10Semilla-10Restart;FPT01;2948;10;107607.00;916.92
Multipista;3;10Semilla-10Restart;FPT01;4996;10;107607.00;962.80
Multipista;3;10Semilla-10Restart;FPT01;9092;10;107607.00;989.88
Multipista;3;10Semilla-10Restart;FPT01;17284;10;107607.00;928.40
Multipista;3;10Semilla-10Restart;FPT01;33668;10;107607.00;935.86
Multipista;3;10Semilla-10Restart;FPT01;66436;10;107607.00;947.68
Multipista;3;10Semilla-10Restart;FPT01;131972;10;107607.00;935.34
Multipista;3;10Semilla-10Restart;FPT02;1156;10;112885.00;964.27
Multipista;3;10Semilla-10Restart;FPT02;1412;10;112885.00;920.53
Multipista;3;10Semilla-10Restart;FPT02;1924;10;112885.00;969.07
Multipista;3;10Semilla-10Restart;FPT02;2948;10;112885.00;50803.37
Multipista;3;10Semilla-10Restart;FPT02;4996;10;112885.00;
Multipista;3;10Semilla-10Restart;FPT02;9092;10;112885.00;958.39
